id,age,sex,race,specialty,weeks_per_year,hours_per_week,it_use,minority_health_cme,survey_weight
503480,35,M,Asian,Medical Specialties,47,44,Available and used,1,97.639184
503481,55,M,Asian,Internal Medicine,50,60,Available and used,0,115.833385
503482,40,F,White,Family/GP,48,50,Available and used,0,80.497276
503483,45,F,Hispanic,Internal Medicine,44,40,Available and used,0,95.167459
503484,65,M,White,Family/GP,51,56,"Avaliable, not used",0,93.39393199999999
503485,50,F,Black,Medical Specialties,46,77,Available and used,1,106.28909099999998
503486,55,F,White,Psychiatry,47,41,Available and used,1,90.886457
503487,40,F,White,Ob/Gyn,48,44,Not available,0,79.20450799999999
503488,50,M,Hispanic,Family/GP,48,64,Available and used,1,92.1239
503489,55,M,Asian,Family/GP,48,53,Available and used,0,90.121238
503490,50,M,Hispanic,Medical Specialties,48,50,Available and used,1,91.356302
503491,50,M,Black,Internal Medicine,48,52,Not available,0,115.908832
503492,65,F,Asian,Internal Medicine,48,45,Available and used,0,105.726623
503493,55,M,White,Family/GP,48,55,Available and used,1,77.642151
503494,60,F,Asian,Medical Specialties,50,80,Available and used,0,123.85641299999999
503495,60,M,White,Medical Specialties,49,40,Not available,0,72.824276
503496,60,M,White,Family/GP,47,45,Available and used,1,98.51223
503497,45,M,White,Internal Medicine,46,45,Available and used,1,85.195697
503498,45,M,Asian,Psychiatry,45,55,Available and used,1,78.89166999999999
503499,60,F,White,Psychiatry,48,50,Not available,1,95.602636
503500,50,M,White,Family/GP,45,50,Available and used,1,92.186324
503501,55,M,White,Internal Medicine,48,46,Available and used,-9,83.403644
503502,35,M,Hispanic,Internal Medicine,52,55,Available and used,1,93.349319
503503,45,M,White,Surgical Specialties,49,52,Available and used,0,103.964907
503504,55,M,White,Family/GP,42,60,Available and used,1,90.50886700000001
503505,50,M,Hispanic,Family/GP,50,55,Available and used,0,96.443238
503506,45,F,White,Pediatrics,48,65,Available and used,1,66.941266
503507,65,F,Asian,Pediatrics,44,8,Available and used,1,73.79609
503508,40,M,Other,Family/GP,48,57,Available and used,1,100.149856
503509,35,M,White,Medical Specialties,46,55,Not available,0,89.066098
503510,35,F,White,Internal Medicine,50,50,Available and used,0,111.39462900000001
503511,55,M,White,Surgical Specialties,46,70,Available and used,0,69.052736
503512,55,M,White,Family/GP,49,34,Available and used,0,91.042699
503513,45,M,White,Psychiatry,49,30,Not available,1,98.61681999999999
503514,40,F,White,Pediatrics,40,48,Available and used,1,73.098479
503515,55,F,White,Medical Specialties,46,41,Available and used,0,79.976908
503516,60,F,White,Pediatrics,48,75,"Avaliable, not used",1,79.134394
503517,35,F,White,Internal Medicine,48,50,Available and used,1,93.543868
503518,50,M,Asian,Psychiatry,50,54,Not available,0,114.016423
503519,50,M,Asian,Medical Specialties,48,75,Available and used,1,93.89050300000001
503520,40,M,Black,Internal Medicine,40,72,Not available,0,98.233308
503521,40,M,White,Family/GP,40,40,Available and used,0,76.48497900000001
503522,60,F,White,Medical Specialties,52,70,Available and used,1,99.879482
503523,40,M,White,Psychiatry,49,50,Available and used,1,100.524096
503524,45,M,White,Internal Medicine,40,44,Available and used,0,119.541982
503525,45,M,White,Surgical Specialties,47,45,Not available,0,84.340599
503526,65,M,White,Family/GP,49,60,Not available,1,80.712161
503527,40,M,Hispanic,Medical Specialties,40,60,Available and used,1,73.667884
503528,45,M,White,Family/GP,47,46,Available and used,1,74.78882800000001
503529,35,M,White,Family/GP,47,42,Available and used,1,75.712591
503530,55,M,White,Family/GP,51,65,"Avaliable, not used",1,69.20774399999999
503531,55,M,White,Family/GP,48,52,Available and used,1,84.58626
503532,55,M,White,Medical Specialties,52,55,Available and used,1,87.22700999999999
503533,50,M,White,Surgical Specialties,44,52,Available and used,0,66.340541
503534,50,F,White,Family/GP,49,28,Available and used,0,81.65928199999999
503535,50,M,White,Medical Specialties,45,40,Available and used,0,89.244469
503536,40,M,Asian,Surgical Specialties,46,80,Not available,0,67.535647
503537,50,M,Black,Internal Medicine,50,65,Not available,1,76.967837
503538,65,M,White,Medical Specialties,42,22,Available and used,0,77.127305
503539,35,M,White,Medical Specialties,50,35,Available and used,1,97.09783
503540,65,M,White,Family/GP,48,36,Available and used,0,84.832672
503541,45,F,White,Family/GP,47,66,Available and used,1,98.061176
503542,50,M,White,Surgical Specialties,46,70,Available and used,1,75.387526
503543,55,M,Other,Surgical Specialties,49,80,Available and used,1,83.203375
503544,60,M,,Surgical Specialties,50,50,Available and used,1,118.173076
503545,35,F,White,Medical Specialties,49,34,Available and used,0,88.622577
503546,50,M,Other,Medical Specialties,45,66,Available and used,1,98.866872
503547,50,M,White,Pediatrics,48,40,Not available,1,73.389756
503548,60,M,White,Psychiatry,48,45,Available and used,1,91.588364
503549,40,M,White,Internal Medicine,50,70,Available and used,1,94.747067
503550,55,M,Other,Medical Specialties,48,60,Available and used,1,74.011515
503551,65,M,White,Psychiatry,45,35,Not available,0,61.926567000000006
503552,65,M,White,Surgical Specialties,49,50,Available and used,0,68.078445
503553,35,F,Black,Medical Specialties,40,32,Available and used,1,80.939861
503554,45,M,White,Surgical Specialties,46,80,Available and used,1,76.62855
503555,50,M,White,Medical Specialties,47,68,Available and used,0,91.951216
503556,55,M,White,Psychiatry,52,76,Available and used,0,92.573939
503557,40,M,White,Internal Medicine,47,80,Available and used,0,82.883699
503558,60,M,Asian,Family/GP,47,42,Available and used,0,109.937196
503559,40,M,Other,Family/GP,50,54,Available and used,0,83.412807
503560,55,M,White,Surgical Specialties,46,66,Available and used,0,95.168953
503561,70,M,White,Internal Medicine,49,65,Available and used,0,86.717176
503562,50,F,White,Psychiatry,48,45,Available and used,0,119.319471
503563,55,M,White,Internal Medicine,50,60,Available and used,1,94.879965
503564,45,F,White,Medical Specialties,48,22,Available and used,0,66.194878
503565,55,M,White,Internal Medicine,52,62,Not available,1,77.80441
503566,50,M,White,Ob/Gyn,46,52,Available and used,0,81.680746
503567,65,M,White,Medical Specialties,48,60,Not available,0,71.27501
503568,55,M,White,Medical Specialties,41,80,Available and used,1,85.475334
503569,50,M,White,Ob/Gyn,49,64,"Avaliable, not used",0,76.675095
503570,50,M,White,Family/GP,45,72,Available and used,1,78.17424100000001
503571,50,F,White,Pediatrics,48,37,Available and used,1,76.281894
503572,40,M,White,Ob/Gyn,46,70,Not available,0,101.135638
503573,35,M,Asian,Medical Specialties,47,53,Available and used,1,97.795831
503574,60,M,White,Surgical Specialties,52,80,Available and used,0,77.077916
503575,70,M,,Medical Specialties,40,45,Available and used,0,66.229217
503576,60,M,White,Surgical Specialties,48,49,Available and used,0,93.84474300000001
503577,50,M,White,Family/GP,45,46,Available and used,0,86.049571
503578,40,F,White,Medical Specialties,48,22,Not available,1,100.748828
503579,35,M,White,Pediatrics,48,33,Available and used,0,76.969723
503580,65,M,White,Internal Medicine,51,50,Not available,0,100.468008
503581,55,M,,Medical Specialties,48,70,Not available,0,92.717629
503582,35,F,Asian,Pediatrics,45,35,Available and used,1,98.33169699999999
503583,45,M,White,Surgical Specialties,47,61,Available and used,0,97.49826999999999
503584,40,F,White,Surgical Specialties,51,51,Available and used,1,90.057224
503585,70,M,,Pediatrics,47,9,Available and used,0,71.928485
503586,55,M,White,Psychiatry,50,54,Not available,1,102.745421
503587,65,M,White,Medical Specialties,46,50,Available and used,1,83.07011
503588,50,F,White,Family/GP,45,44,Available and used,0,109.48025200000001
503589,65,M,White,Family/GP,47,56,Available and used,1,67.353688
503590,45,M,White,Medical Specialties,46,48,Not available,0,114.500848
503591,40,F,White,Family/GP,50,50,Not available,0,97.752912
503592,40,M,White,Surgical Specialties,52,68,Available and used,0,79.206746
503593,45,F,White,Family/GP,48,44,Available and used,1,99.12234699999999
503594,70,M,White,Ob/Gyn,52,40,Available and used,0,77.674498
503595,40,M,White,Ob/Gyn,49,40,Available and used,0,102.274066
503596,50,M,White,Medical Specialties,44,55,Available and used,1,78.10708100000001
503597,35,M,Asian,Medical Specialties,48,64,Available and used,1,70.671309
503598,70,M,Asian,Internal Medicine,46,60,Available and used,0,77.991571
503599,50,M,White,Internal Medicine,49,42,Not available,0,94.714444
503600,35,M,Other,Family/GP,48,70,Available and used,1,87.454541
503601,35,M,White,Medical Specialties,52,44,Available and used,0,102.993724
503602,70,M,White,Surgical Specialties,47,57,Available and used,1,59.964203000000005
503603,45,F,Black,Ob/Gyn,48,61,Available and used,1,100.198916
503604,40,F,White,Pediatrics,48,46,Available and used,1,67.086762
503605,50,F,White,Ob/Gyn,46,70,Available and used,0,77.71510500000001
503606,55,M,White,Surgical Specialties,52,40,Not available,0,63.279725
503607,50,F,Hispanic,Internal Medicine,40,55,Not available,1,126.52613400000001
503608,50,M,White,Medical Specialties,50,46,Not available,0,87.097815
503609,45,M,Hispanic,Medical Specialties,44,45,Available and used,0,83.847695
503610,40,M,Asian,Surgical Specialties,50,62,Not available,1,80.734814
503611,55,M,White,Internal Medicine,50,40,Available and used,0,79.669229
503612,55,M,White,Internal Medicine,49,80,Available and used,0,85.438578
503613,45,M,Asian,Medical Specialties,45,50,Available and used,0,90.9925
503614,40,M,White,Medical Specialties,46,50,Available and used,0,83.740983
503615,55,M,White,Psychiatry,48,42,Available and used,1,94.401412
503616,40,M,White,Surgical Specialties,48,60,Available and used,1,88.06586
503617,40,M,White,Psychiatry,50,45,Available and used,0,106.686966
503618,35,M,White,Pediatrics,40,42,Available and used,0,82.681039
503619,50,M,White,Surgical Specialties,46,44,Available and used,0,63.279725
503620,65,F,Asian,Pediatrics,50,50,Not available,0,132.262948
503621,35,M,White,Medical Specialties,48,60,Available and used,1,97.087612
503622,40,M,Asian,Internal Medicine,46,45,Available and used,0,118.27265600000001
503623,50,M,White,Medical Specialties,48,80,Available and used,1,87.31899399999999
503624,40,M,White,Surgical Specialties,50,65,Available and used,0,108.310328
503625,35,M,Hispanic,Medical Specialties,49,50,Available and used,0,100.909679
503626,50,M,White,Internal Medicine,50,60,Available and used,1,75.274722
503627,35,F,White,Medical Specialties,40,40,Available and used,0,77.92630799999999
503628,55,M,White,Surgical Specialties,46,40,"Avaliable, not used",1,111.843645
503629,55,M,White,Ob/Gyn,48,68,Available and used,0,84.332093
503630,55,M,Asian,Surgical Specialties,42,43,Available and used,1,88.63325999999999
503631,65,M,White,Ob/Gyn,45,46,Not available,1,64.480808
503632,45,M,White,Medical Specialties,45,30,Available and used,0,87.214851
503633,60,M,White,Family/GP,52,80,Not available,0,88.985543
503634,60,M,White,Surgical Specialties,48,47,Available and used,1,74.93718299999999
503635,45,F,White,Pediatrics,44,70,Available and used,1,66.10512299999999
503636,40,M,White,Medical Specialties,42,39,Available and used,0,104.573033
503637,60,M,White,Surgical Specialties,43,65,Available and used,1,77.276923
503638,50,M,White,Family/GP,50,52,Available and used,1,98.42370600000001
503639,55,M,White,Medical Specialties,45,38,Available and used,0,107.047596
503640,45,F,White,Family/GP,52,45,Available and used,1,70.06388000000001
503641,45,M,Asian,Internal Medicine,48,80,Available and used,0,82.809503
503642,50,F,White,Family/GP,49,40,Available and used,1,81.422189
503643,40,M,Asian,Internal Medicine,44,55,Available and used,1,77.78075600000001
503644,50,M,White,Surgical Specialties,49,78,Available and used,0,94.302289
503645,40,M,Hispanic,Pediatrics,52,44,Available and used,0,85.445971
503646,60,M,White,Surgical Specialties,50,40,Available and used,0,91.359179
503647,40,M,White,Family/GP,48,44,Available and used,1,111.033704
503648,40,M,White,Surgical Specialties,46,62,Available and used,0,93.242425
503649,60,F,Other,Family/GP,52,42,Available and used,-9,75.639679
503650,40,M,White,Surgical Specialties,48,62,Available and used,0,82.674998
503651,60,M,White,Medical Specialties,48,38,Available and used,0,72.376064
503652,35,F,White,Family/GP,40,29,Available and used,1,102.14605
503653,45,M,White,Surgical Specialties,50,30,Available and used,0,89.724763
503654,35,M,Asian,Internal Medicine,48,52,Available and used,1,82.03308
503655,50,M,White,Surgical Specialties,49,53,Available and used,0,84.533063
503656,40,M,White,Medical Specialties,46,50,Available and used,0,99.446596
503657,35,M,White,Family/GP,48,54,Available and used,0,76.55614399999999
503658,50,M,White,Family/GP,51,50,Available and used,0,88.592123
503659,55,M,Asian,Medical Specialties,46,12,Available and used,1,76.23015500000001
503660,50,M,White,Surgical Specialties,49,45,Available and used,0,88.854507
503661,50,M,Asian,Ob/Gyn,47,50,Available and used,1,109.889968
503662,55,F,Hispanic,Internal Medicine,49,32,Available and used,0,91.278428
503663,45,M,White,Internal Medicine,48,44,Available and used,0,80.955832
503664,70,M,,Surgical Specialties,40,36,Available and used,0,56.105768999999995
503665,45,M,White,Medical Specialties,50,70,Available and used,0,75.94530400000001
503666,50,M,White,Family/GP,50,50,"Avaliable, not used",0,91.925556
503667,45,M,White,Medical Specialties,48,52,Available and used,1,91.95953399999999
503668,35,M,Asian,Medical Specialties,50,70,Available and used,1,82.815764
503669,45,M,Asian,Internal Medicine,42,58,Not available,0,91.80974300000001
503670,45,F,White,Pediatrics,49,26,Not available,0,64.783835
503671,35,M,Asian,Surgical Specialties,51,56,Available and used,1,105.16611999999999
503672,45,F,White,Surgical Specialties,50,65,Available and used,1,121.69016299999998
503673,50,M,White,Medical Specialties,50,45,Available and used,0,74.417633
503674,65,M,White,Medical Specialties,48,63,Available and used,0,93.17187
503675,40,F,Hispanic,Medical Specialties,46,47,Available and used,0,69.39433000000001
503676,40,F,White,Psychiatry,48,30,Available and used,0,80.512346
503677,40,M,,Medical Specialties,52,80,Available and used,1,73.924702
503678,60,F,White,Medical Specialties,46,48,Available and used,0,100.322848
503679,40,M,White,Family/GP,52,43,Available and used,0,71.289112
503680,55,M,White,Medical Specialties,48,45,Available and used,0,85.619282
503681,50,M,White,Internal Medicine,48,47,Available and used,0,82.58398199999999
503682,40,F,White,Internal Medicine,47,50,Available and used,1,87.867847
503683,55,M,White,Surgical Specialties,49,45,Not available,0,112.634431
503684,50,M,White,Internal Medicine,40,70,Available and used,0,91.767542
503685,40,M,Asian,Medical Specialties,40,40,Available and used,0,95.320684
503686,45,M,White,Surgical Specialties,50,13,Available and used,0,86.707782
503687,50,M,White,Medical Specialties,50,34,Available and used,0,77.376115
503688,45,M,White,Internal Medicine,46,72,Available and used,0,97.583074
503689,70,M,White,Medical Specialties,49,37,Available and used,0,65.111855
503690,40,M,,Medical Specialties,52,45,Not available,1,75.725303
503691,45,M,White,Surgical Specialties,46,54,,0,80.258258
503692,45,M,Black,Family/GP,42,50,Available and used,1,79.780534
503693,35,M,White,Surgical Specialties,48,50,Available and used,0,92.677886
503694,45,M,White,Family/GP,48,54,Available and used,0,72.045824
503695,40,M,White,Medical Specialties,40,60,Not available,0,80.861812
503696,45,F,Asian,Family/GP,50,34,Available and used,1,96.293954
503697,65,M,Asian,Family/GP,50,54,Available and used,0,88.677789
503698,35,F,Asian,Medical Specialties,49,80,Available and used,0,95.308739
503699,35,F,White,Medical Specialties,48,37,Available and used,0,104.398021
503700,50,M,White,Internal Medicine,49,55,Available and used,0,100.40125400000001
503701,50,M,White,Internal Medicine,45,42,Available and used,0,88.18413199999999
503702,55,M,White,Family/GP,52,25,Not available,0,79.763143
503703,40,M,Asian,Surgical Specialties,46,42,Available and used,0,77.882796
503704,70,F,Asian,Pediatrics,48,32,Available and used,-9,76.567583
503705,55,M,Hispanic,Ob/Gyn,48,64,Not available,1,76.159009
503706,65,M,White,Family/GP,48,32,Not available,0,67.932538
503707,65,M,Asian,Internal Medicine,48,55,Available and used,0,98.723836
503708,40,M,White,Surgical Specialties,50,74,Available and used,0,92.36431999999999
503709,35,M,Other,Surgical Specialties,50,60,Available and used,0,82.594674
503710,40,F,Asian,Pediatrics,40,27,Available and used,0,87.696765
503711,55,F,White,Surgical Specialties,50,42,Available and used,1,101.515153
503712,50,M,White,Medical Specialties,50,80,Not available,0,74.090282
503713,40,F,White,Medical Specialties,44,35,Available and used,1,86.231139
503714,60,M,White,Family/GP,48,45,Available and used,0,77.912899
503715,45,F,White,Surgical Specialties,49,50,Available and used,0,75.990284
503716,40,M,White,Pediatrics,48,45,Available and used,1,55.334906999999994
503717,50,F,White,Family/GP,47,20,Available and used,1,88.058494
503718,60,F,White,Medical Specialties,45,53,Available and used,0,99.026044
503719,60,M,White,Medical Specialties,47,45,Not available,0,103.643221
503720,35,F,White,Family/GP,48,20,Available and used,0,88.68105899999999
503721,60,F,Asian,Internal Medicine,42,80,Available and used,1,101.317923
503722,45,M,Asian,Surgical Specialties,50,70,Available and used,0,97.38104399999999
503723,65,M,White,Family/GP,51,64,Available and used,0,78.94232099999999
503724,45,M,White,Medical Specialties,46,50,Available and used,1,97.44420699999999
503725,40,M,White,Surgical Specialties,48,52,Available and used,0,88.380009
503726,50,M,White,Family/GP,48,80,Available and used,-9,94.582511
503727,50,M,White,Medical Specialties,48,53,Available and used,1,61.444244
503728,55,M,White,Family/GP,51,30,Available and used,0,95.41672
503729,50,M,Hispanic,Medical Specialties,43,55,Not available,0,87.54952800000001
503730,55,M,Asian,Psychiatry,49,54,Not available,1,84.32329
503731,50,F,White,Family/GP,48,32,Available and used,1,73.04777800000001
503732,50,F,White,Family/GP,48,44,Available and used,0,75.641921
503733,45,F,White,Family/GP,52,59,Available and used,1,81.74278199999999
503734,40,M,White,Psychiatry,48,70,Available and used,1,93.715094
503735,70,F,White,Psychiatry,48,55,Available and used,1,66.31956600000001
503736,55,M,White,Surgical Specialties,48,44,Available and used,0,77.857217
503737,55,F,White,Ob/Gyn,46,68,Available and used,1,91.72839599999999
503738,40,M,White,Surgical Specialties,48,50,Available and used,1,97.440392
503739,35,M,White,Surgical Specialties,49,46,Available and used,0,82.27225
503740,40,F,White,Family/GP,47,56,Available and used,1,70.37654
503741,40,M,White,Medical Specialties,49,50,Available and used,0,106.520758
503742,45,F,White,Psychiatry,47,21,Not available,1,78.831218
503743,40,F,Asian,Internal Medicine,45,56,Available and used,0,127.001695
503744,45,M,Asian,Medical Specialties,48,44,Available and used,1,100.097131
503745,35,M,White,Surgical Specialties,51,65,Available and used,0,79.01175699999999
503746,60,F,White,Family/GP,52,50,,0,62.136872
503747,55,M,White,Family/GP,51,60,Not available,0,90.693687
503748,45,M,White,Medical Specialties,47,60,Available and used,0,85.028035
503749,40,M,Asian,Internal Medicine,48,80,Available and used,1,77.217225
503750,50,M,White,Ob/Gyn,46,64,Available and used,0,95.225142
503751,55,F,White,Medical Specialties,43,21,Available and used,1,80.722339
503752,60,M,White,Pediatrics,50,25,Available and used,1,64.873941
503753,50,M,White,Family/GP,48,60,Available and used,1,91.238475
503754,40,F,White,Family/GP,49,28,"Avaliable, not used",0,91.439709
503755,50,M,White,Family/GP,45,49,Available and used,1,82.886464
503756,40,M,Asian,Surgical Specialties,45,36,Available and used,0,92.239426
503757,35,M,Hispanic,Family/GP,48,56,Available and used,1,76.272795
503758,60,M,White,Surgical Specialties,50,80,,0,91.233069
503759,50,M,White,Surgical Specialties,46,22,Available and used,0,89.133082
503760,45,F,White,Medical Specialties,42,38,Available and used,1,112.74014199999999
503761,60,F,Asian,Medical Specialties,46,30,Not available,1,108.941925
503762,50,M,White,Internal Medicine,48,68,Available and used,0,75.178488
503763,60,M,White,Family/GP,49,52,Not available,1,77.619231
503764,50,M,White,Family/GP,49,80,Available and used,0,66.17893000000001
503765,50,M,Asian,Psychiatry,46,40,Available and used,1,89.139977
503766,35,M,White,Pediatrics,49,65,Available and used,0,75.982474
503767,60,M,White,Medical Specialties,45,55,Available and used,0,89.159669
503768,40,M,White,Medical Specialties,45,31,Available and used,0,90.274142
503769,65,M,White,Family/GP,50,40,"Avaliable, not used",0,98.51223
503770,45,M,White,Surgical Specialties,50,62,Available and used,1,74.24923100000001
503771,65,M,White,Surgical Specialties,47,45,Available and used,1,57.105429
503772,45,M,White,Medical Specialties,48,68,Available and used,1,91.403145
503773,55,M,White,Internal Medicine,46,53,Available and used,1,94.24415
503774,60,M,White,Internal Medicine,40,34,Available and used,0,98.975811
503775,55,M,White,Medical Specialties,50,45,Available and used,1,64.614511
503776,45,M,Hispanic,Medical Specialties,46,54,Not available,0,87.921491
503777,50,M,White,Medical Specialties,49,55,Available and used,0,86.422872
503778,50,F,White,Internal Medicine,48,16,Available and used,1,85.492722
503779,60,M,White,Medical Specialties,52,62,Available and used,1,88.916822
503780,45,M,White,Surgical Specialties,50,50,Not available,0,103.495411
503781,35,F,White,Internal Medicine,50,45,Available and used,0,84.910461
503782,70,M,,Medical Specialties,51,70,Available and used,0,76.267558
503783,45,M,White,Surgical Specialties,50,78,Available and used,0,72.030304
503784,70,F,White,Psychiatry,40,35,Available and used,1,79.01629799999999
503785,60,M,Black,Medical Specialties,48,45,Not available,1,79.388138
503786,50,M,White,Family/GP,50,70,Available and used,1,84.768567
503787,70,M,Hispanic,Family/GP,49,50,Not available,0,66.505803
503788,50,M,White,Surgical Specialties,46,50,Available and used,0,103.307632
503789,55,M,Hispanic,Family/GP,52,70,Available and used,1,112.657735
503790,35,M,White,Surgical Specialties,47,45,Available and used,0,95.066836
503791,35,F,White,Pediatrics,48,25,Available and used,1,80.08925
503792,55,M,White,Family/GP,50,60,Not available,0,93.028115
503793,50,M,White,Surgical Specialties,48,54,,0,65.97290600000001
503794,70,M,White,Medical Specialties,45,42,Available and used,0,63.13944300000001
503795,60,M,White,Medical Specialties,48,56,Available and used,0,112.23985900000001
503796,50,M,Hispanic,Internal Medicine,48,44,Available and used,1,90.834946
503797,35,F,White,Family/GP,40,28,Available and used,1,80.46449799999999
503798,40,M,White,Medical Specialties,52,63,Available and used,1,99.718848
503799,50,F,Asian,Psychiatry,50,50,Not available,1,88.996627
503800,55,M,White,Medical Specialties,47,52,Available and used,0,77.42782
503801,50,M,White,Family/GP,50,60,Not available,1,101.548016
503802,50,F,Asian,Pediatrics,51,46,Available and used,0,72.58908199999999
503803,40,F,White,Family/GP,46,46,Available and used,1,75.556095
503804,65,M,White,Medical Specialties,48,45,Not available,0,86.914648
503805,40,M,Hispanic,Internal Medicine,40,48,Available and used,1,74.55484
503806,65,M,White,Medical Specialties,52,50,Available and used,0,64.614511
503807,55,M,White,Medical Specialties,49,80,Available and used,0,88.587763
503808,35,M,White,Psychiatry,47,45,Not available,0,89.84776600000001
503809,60,F,Black,Internal Medicine,46,44,Available and used,1,123.943102
503810,50,F,Asian,Internal Medicine,40,50,Available and used,1,109.87327900000001
503811,55,F,White,Medical Specialties,48,50,Not available,0,80.739544
503812,70,M,White,Medical Specialties,50,50,Not available,0,62.451213
503813,55,M,Asian,Internal Medicine,52,80,Available and used,1,102.501623
503814,55,M,White,Surgical Specialties,48,56,Available and used,0,87.64504699999999
503815,50,F,White,Pediatrics,47,40,Available and used,0,110.433578
503816,40,F,White,Ob/Gyn,48,46,Available and used,0,80.241333
503817,35,F,White,Medical Specialties,52,50,Available and used,0,97.66826999999999
503818,60,M,White,Family/GP,50,68,Available and used,1,74.107001
503819,50,M,Asian,Internal Medicine,40,78,Available and used,0,108.99516000000001
503820,55,F,White,Internal Medicine,48,62,Available and used,0,90.350844
503821,70,M,White,Surgical Specialties,40,37,Available and used,0,78.874797
503822,70,M,White,Surgical Specialties,49,32,Available and used,0,75.06273900000001
503823,55,M,White,Internal Medicine,50,41,Available and used,0,81.37419200000001
503824,35,F,White,Pediatrics,47,35,Available and used,0,84.232322
503825,50,M,White,Internal Medicine,50,65,Available and used,0,83.480482
503826,50,M,White,Ob/Gyn,40,70,Available and used,1,121.954765
503827,40,M,Asian,Psychiatry,48,48,Available and used,1,98.320358
503828,65,M,White,Ob/Gyn,52,64,Not available,1,87.096975
503829,35,F,White,Family/GP,40,32,Available and used,1,100.603797
503830,40,F,Black,Medical Specialties,48,60,Available and used,0,108.60315
503831,35,F,Asian,Family/GP,52,20,Available and used,1,81.751959
503832,45,M,White,Family/GP,48,60,Available and used,0,86.775772
503833,55,F,White,Medical Specialties,48,40,Available and used,-9,86.109812
503834,60,M,White,Medical Specialties,48,40,Available and used,1,85.961906
503835,60,M,White,Internal Medicine,50,50,Not available,0,90.239763
503836,45,M,White,Family/GP,50,43,Not available,0,108.935666
503837,60,M,White,Psychiatry,48,55,Not available,1,83.887179
503838,45,M,White,Medical Specialties,47,50,Available and used,0,75.94530400000001
503839,35,F,White,Family/GP,45,44,Available and used,0,90.820593
503840,50,F,White,Pediatrics,40,20,Available and used,1,50.909385
503841,55,M,White,Surgical Specialties,49,60,Available and used,-9,77.42782
503842,55,F,White,Psychiatry,48,60,Available and used,1,91.974098
503843,40,M,White,Medical Specialties,40,36,Available and used,0,103.151816
503844,55,M,Black,Surgical Specialties,50,55,Available and used,1,83.724338
503845,65,M,White,Surgical Specialties,46,60,Available and used,0,55.88644
503846,50,F,Hispanic,Pediatrics,51,52,Available and used,0,106.483492
503847,65,M,Hispanic,Family/GP,40,42,Available and used,0,67.0704
503848,45,M,White,Surgical Specialties,49,50,Available and used,0,75.834284
503849,65,M,White,Surgical Specialties,48,71,Available and used,0,81.85497600000001
503850,55,M,White,Pediatrics,47,36,Available and used,1,71.21954000000001
503851,60,M,White,Medical Specialties,48,55,Available and used,0,83.49384599999999
503852,65,M,White,Surgical Specialties,40,22,Available and used,1,61.926567000000006
503853,50,M,Hispanic,Surgical Specialties,46,50,Available and used,1,91.25441
503854,60,M,White,Surgical Specialties,50,80,Available and used,0,111.843645
503855,50,M,White,Medical Specialties,50,52,Available and used,0,102.055419
503856,70,M,White,Surgical Specialties,44,30,Available and used,0,73.129491
503857,35,M,White,Medical Specialties,52,50,Available and used,0,95.386071
503858,35,M,Other,Internal Medicine,46,42,Available and used,0,87.74589499999999
503859,55,M,White,Family/GP,50,45,Available and used,0,88.04041
503860,40,M,White,Family/GP,44,45,Not available,0,84.453743
503861,35,M,White,Family/GP,48,54,Available and used,0,76.565735
503862,65,M,White,Medical Specialties,47,55,Available and used,0,63.068065000000004
503863,35,F,White,Medical Specialties,48,40,Available and used,1,92.523816
503864,70,M,White,Medical Specialties,50,40,Available and used,1,84.334609
503865,50,M,White,Surgical Specialties,49,70,Available and used,1,87.65871800000001
503866,40,F,Hispanic,Ob/Gyn,50,40,Available and used,0,101.196871
503867,55,M,White,Psychiatry,46,62,Not available,1,105.768859
503868,50,F,White,Medical Specialties,50,52,Available and used,0,103.886786
503869,45,F,White,Ob/Gyn,48,44,Available and used,1,110.437577
503870,55,M,White,Internal Medicine,46,46,Available and used,0,97.07143
503871,60,F,White,Psychiatry,49,54,Not available,0,89.05364
503872,45,M,Asian,Family/GP,47,40,Available and used,1,107.47539599999999
503873,60,M,White,Psychiatry,48,54,Available and used,0,86.254817
503874,40,F,White,Family/GP,46,37,Available and used,1,73.10155
503875,45,F,White,Family/GP,48,24,Available and used,1,88.970715
503876,35,M,Asian,Medical Specialties,48,45,Not available,0,114.40076
503877,55,M,White,Family/GP,48,42,Available and used,0,90.087197
503878,35,M,Asian,Medical Specialties,46,58,Available and used,1,83.983659
503879,60,M,White,Surgical Specialties,48,54,Not available,0,102.676773
503880,60,M,White,Internal Medicine,48,80,Available and used,0,89.395034
503881,50,F,Hispanic,Pediatrics,40,58,"Avaliable, not used",1,96.727019
503882,55,F,White,Family/GP,52,73,Available and used,1,83.270241
503883,70,M,White,Medical Specialties,52,42,Not available,1,72.861027
503884,70,M,Hispanic,Pediatrics,46,55,Available and used,1,61.670533
503885,35,F,White,Pediatrics,48,34,Available and used,0,103.378672
503886,45,F,Asian,Internal Medicine,46,12,Available and used,0,111.50121599999999
503887,60,M,White,Family/GP,50,53,Available and used,0,117.20315500000001
503888,35,M,Asian,Medical Specialties,48,35,Available and used,0,101.29830600000001
503889,50,F,Asian,Medical Specialties,48,50,Available and used,1,116.894122
503890,40,M,White,Pediatrics,50,55,Available and used,0,67.202331
503891,50,F,White,Ob/Gyn,49,50,Not available,0,92.915013
503892,60,M,White,Surgical Specialties,46,60,Not available,0,85.014958
